,State,Year,Unemployment Rate,Latitude,Longitude
78,New Hampshire,2021-12-31,2.0421124376587967,43.452492,-71.563896
79,New Jersey,2021-12-31,2.9084094904996944,40.298904,-74.521011
80,New Mexico,2021-12-31,4.4600846294425995,34.840515,-106.24848200000001
81,New York,2021-12-31,3.330421475619844,42.165726,-74.948051
82,North Carolina,2021-12-31,3.223261171631786,35.630066,-79.80641899999999
83,North Dakota,2021-12-31,2.17529614943424,47.528912,-99.784012
84,Ohio,2021-12-31,3.4848877705820414,40.388783000000004,-82.764915
85,Oklahoma,2021-12-31,2.770916489909669,35.565342,-96.928917
86,Oregon,2021-12-31,3.337484631392321,44.572021,-122.07093799999998
87,Pennsylvania,2021-12-31,3.4001389131561033,40.590752,-77.209755
88,Rhode Island,2021-12-31,2.8563839864496403,41.680893,-71.51178
89,South Carolina,2021-12-31,2.323634203251209,33.856891999999995,-80.94500699999999
90,South Dakota,2021-12-31,2.60814691952589,44.299782,-99.438828
91,Tennessee,2021-12-31,2.640432544475968,35.747845,-86.69234499999999
92,Texas,2021-12-31,2.961801001088209,31.054486999999998,-97.563461
93,Utah,2021-12-31,2.2026193694765053,40.150032,-111.86243400000001
94,Vermont,2021-12-31,1.7768161777486993,44.045876,-72.710686
95,Virginia,2021-12-31,2.285168539047344,37.769337,-78.16996800000001
96,Washington,2021-12-31,3.8470084491898144,47.400902,-121.490494
97,West Virginia,2021-12-31,4.318201937685686,38.491226,-80.954453
98,Wisconsin,2021-12-31,2.4251001938892816,44.268543,-89.616508
99,Wyoming,2021-12-31,3.2984188531285663,42.755966,-107.30248999999999
100,Alabama,2022-12-31,2.249287892437518,32.806671,-86.79113000000001
101,Alaska,2022-12-31,5.91494196352966,61.370716,-152.404419
102,Arizona,2022-12-31,3.8217628575545253,33.729759,-111.431221
103,Arkansas,2022-12-31,2.766071250050814,34.969704,-92.37312299999999
104,California,2022-12-31,2.870865362166824,36.116203000000006,-119.681564
105,Colorado,2022-12-31,2.234655949498476,39.059810999999996,-105.311104
106,Connecticut,2022-12-31,2.772837397518848,41.597782,-72.755371
107,Delaware,2022-12-31,2.5719957414940864,39.318523,-75.507141
108,Florida,2022-12-31,2.2062882951430565,27.766278999999997,-81.68678299999999
109,Georgia,2022-12-31,2.516941067842212,33.040619,-83.643074
110,Hawaii,2022-12-31,2.00801145258854,21.094317999999998,-157.49833700000002
111,Idaho,2022-12-31,1.9954495632748976,44.240459,-114.47882800000001
112,Illinois,2022-12-31,2.995000276521554,40.349457,-88.986137
113,Indiana,2022-12-31,2.372757954953025,39.849426,-86.258278
114,Iowa,2022-12-31,1.8456999888344587,42.011539,-93.210526
115,Kansas,2022-12-31,2.6274280013263005,38.5266,-96.726486
116,Kentucky,2022-12-31,3.1785203812335467,37.66814,-84.670067
117,Louisiana,2022-12-31,3.8012351522587418,31.169546,-91.867805
118,Maine,2022-12-31,2.2730823320755404,44.693946999999994,-69.381927
119,Maryland,2022-12-31,2.911814654614192,39.063946,-76.80210100000001
120,Massachusetts,2022-12-31,2.11150358044009,42.230171,-71.530106
121,Michigan,2022-12-31,2.8768404145657183,43.326617999999996,-84.53609499999999
122,Minnesota,2022-12-31,2.450610016047828,45.694454,-93.900192
123,Mississippi,2022-12-31,4.138053919600591,32.741646,-89.678696
124,Missouri,2022-12-31,2.2422978862095766,38.456084999999995,-92.288368
125,Montana,2022-12-31,2.7228053641950645,46.921925,-110.454353
126,Nebraska,2022-12-31,2.596624902612502,41.125370000000004,-98.26808199999999
127,Nevada,2022-12-31,2.731734842092073,38.313515,-117.055374
128,New Hampshire,2022-12-31,1.8530777233487887,43.452492,-71.563896
129,New Jersey,2022-12-31,2.621451434927009,40.298904,-74.521011
130,New Mexico,2022-12-31,4.242200487703102,34.840515,-106.24848200000001
131,New York,2022-12-31,3.0542262438985617,42.165726,-74.948051
132,North Carolina,2022-12-31,2.89343179317168,35.630066,-79.80641899999999
133,North Dakota,2022-12-31,2.0709612163447413,47.528912,-99.784012
134,Ohio,2022-12-31,3.159368372735737,40.388783000000004,-82.764915
135,Oklahoma,2022-12-31,2.5507111430922893,35.565342,-96.928917
136,Oregon,2022-12-31,3.0075163765241104,44.572021,-122.07093799999998
137,Pennsylvania,2022-12-31,3.127029398960186,40.590752,-77.209755
138,Rhode Island,2022-12-31,2.5233897915987726,41.680893,-71.51178
139,South Carolina,2022-12-31,2.021540530577143,33.856891999999995,-80.94500699999999
140,South Dakota,2022-12-31,2.4565432388969914,44.299782,-99.438828
141,Tennessee,2022-12-31,2.351205011339596,35.747845,-86.69234499999999
142,Texas,2022-12-31,2.7091445771086238,31.054486999999998,-97.563461
143,Utah,2022-12-31,1.964125782329448,40.150032,-111.86243400000001
144,Vermont,2022-12-31,1.5860297090293964,44.045876,-72.710686
145,Virginia,2022-12-31,2.0644213354374568,37.769337,-78.16996800000001
146,Washington,2022-12-31,3.5412516003679015,47.400902,-121.490494
147,West Virginia,2022-12-31,4.062042948308025,38.491226,-80.954453
148,Wisconsin,2022-12-31,2.1624427069907908,44.268543,-89.616508
149,Wyoming,2022-12-31,3.1100813675321954,42.755966,-107.30248999999999
150,Alabama,2023-12-31,1.9755166732587888,32.806671,-86.79113000000001
151,Alaska,2023-12-31,5.785776114539307,61.370716,-152.404419
152,Arizona,2023-12-31,3.5179226573312734,33.729759,-111.431221
153,Arkansas,2023-12-31,2.5381861778453683,34.969704,-92.37312299999999
154,California,2023-12-31,2.5472397692832054,36.116203000000006,-119.681564
155,Colorado,2023-12-31,2.0167699555727165,39.059810999999996,-105.311104
156,Connecticut,2023-12-31,2.514113559833881,41.597782,-72.755371
157,Delaware,2023-12-31,2.3321364773885467,39.318523,-75.507141
158,Florida,2023-12-31,1.9253232412677617,27.766278999999997,-81.68678299999999
159,Georgia,2023-12-31,2.2297758417518283,33.040619,-83.643074
160,Hawaii,2023-12-31,1.8148132689244347,21.094317999999998,-157.49833700000002
161,Idaho,2023-12-31,1.767775217453843,44.240459,-114.47882800000001
162,Illinois,2023-12-31,2.690785870735699,40.349457,-88.986137
163,Indiana,2023-12-31,2.1046422208152222,39.849426,-86.258278
164,Iowa,2023-12-31,1.6726211568811593,42.011539,-93.210526
165,Kansas,2023-12-31,2.4303103556941865,38.5266,-96.726486
166,Kentucky,2023-12-31,2.894271726598823,37.66814,-84.670067
167,Louisiana,2023-12-31,3.577486757399901,31.169546,-91.867805
168,Maine,2023-12-31,2.0453549702874927,44.693946999999994,-69.381927
169,Maryland,2023-12-31,2.683514769788137,39.063946,-76.80210100000001
170,Massachusetts,2023-12-31,1.890920714505884,42.230171,-71.530106
171,Michigan,2023-12-31,2.5563858754795348,43.326617999999996,-84.53609499999999
172,Minnesota,2023-12-31,2.232804003639235,45.694454,-93.900192
173,Mississippi,2023-12-31,3.847031869166767,32.741646,-89.678696
174,Missouri,2023-12-31,1.9874938163924616,38.456084999999995,-92.288368
175,Montana,2023-12-31,2.499431519257512,46.921925,-110.454353
176,Nebraska,2023-12-31,2.477356804969172,41.125370000000004,-98.26808199999999
177,Nevada,2023-12-31,2.3878678405981897,38.313515,-117.055374
178,New Hampshire,2023-12-31,1.6815416161454664,43.452492,-71.563896
179,New Jersey,2023-12-31,2.362806079449352,40.298904,-74.521011
180,New Mexico,2023-12-31,4.034960426326601,34.840515,-106.24848200000001
181,New York,2023-12-31,2.8009361629469334,42.165726,-74.948051
182,North Carolina,2023-12-31,2.5973531451372747,35.630066,-79.80641899999999
183,North Dakota,2023-12-31,1.9716305573930968,47.528912,-99.784012
184,Ohio,2023-12-31,2.864255371120818,40.388783000000004,-82.764915
185,Oklahoma,2023-12-31,2.34800556393068,35.565342,-96.928917
186,Oregon,2023-12-31,2.7101712079756566,44.572021,-122.07093799999998
187,Pennsylvania,2023-12-31,2.875856872825469,40.590752,-77.209755
188,Rhode Island,2023-12-31,2.2292157043841345,41.680893,-71.51178
189,South Carolina,2023-12-31,1.7587217949572898,33.856891999999995,-80.94500699999999
190,South Dakota,2023-12-31,2.3137518210314227,44.299782,-99.438828
191,Tennessee,2023-12-31,2.0936588654437944,35.747845,-86.69234499999999
192,Texas,2023-12-31,2.478041008487887,31.054486999999998,-97.563461
193,Utah,2023-12-31,1.7514556270011088,40.150032,-111.86243400000001
194,Vermont,2023-12-31,1.415729026685869,44.045876,-72.710686
195,Virginia,2023-12-31,1.864998304232772,37.769337,-78.16996800000001
196,Washington,2023-12-31,3.2597960370347647,47.400902,-121.490494
197,West Virginia,2023-12-31,3.821079502998447,38.491226,-80.954453
198,Wisconsin,2023-12-31,1.9282330984924048,44.268543,-89.616508
199,Wyoming,2023-12-31,2.9324978249795066,42.755966,-107.30248999999999
200,Alabama,2024-12-31,1.7350674137556552,32.806671,-86.79113000000001
201,Alaska,2024-12-31,5.659430887737355,61.370716,-152.404419
202,Arizona,2024-12-31,3.2382385522695034,33.729759,-111.431221
203,Arkansas,2024-12-31,2.329075606164131,34.969704,-92.37312299999999
204,California,2024-12-31,2.2600956936972945,36.116203000000006,-119.681564
205,Colorado,2024-12-31,1.8201285323647327,39.059810999999996,-105.311104
206,Connecticut,2024-12-31,2.279530345845899,41.597782,-72.755371
207,Delaware,2024-12-31,2.11464601648477,39.318523,-75.507141
208,Florida,2024-12-31,1.6801383534174306,27.766278999999997,-81.68678299999999
209,Georgia,2024-12-31,1.975374142837008,33.040619,-83.643074
210,Hawaii,2024-12-31,1.6402033946661307,21.094317999999998,-157.49833700000002
211,Idaho,2024-12-31,1.5660777786411382,44.240459,-114.47882800000001
212,Illinois,2024-12-31,2.4174717641628805,40.349457,-88.986137
213,Indiana,2024-12-31,1.8668228962805131,39.849426,-86.258278
214,Iowa,2024-12-31,1.5157726344318605,42.011539,-93.210526
215,Kansas,2024-12-31,2.247981075794621,38.5266,-96.726486
216,Kentucky,2024-12-31,2.635442854746893,37.66814,-84.670067
217,Louisiana,2024-12-31,3.3669086459349087,31.169546,-91.867805
218,Maine,2024-12-31,1.8404423348184853,44.693946999999994,-69.381927
219,Maryland,2024-12-31,2.4731146634830083,39.063946,-76.80210100000001
220,Massachusetts,2024-12-31,1.6933815228493263,42.230171,-71.530106
221,Michigan,2024-12-31,2.2716271334563363,43.326617999999996,-84.53609499999999
222,Minnesota,2024-12-31,2.0343562158076542,45.694454,-93.900192
223,Mississippi,2024-12-31,3.5764768874285764,32.741646,-89.678696
224,Missouri,2024-12-31,1.76164446949359,38.456084999999995,-92.288368
225,Montana,2024-12-31,2.2943828455783692,46.921925,-110.454353
226,Nebraska,2024-12-31,2.36356692603242,41.125370000000004,-98.26808199999999
227,Nevada,2024-12-31,2.087286341377224,38.313515,-117.055374
228,New Hampshire,2024-12-31,1.5258843011286352,43.452492,-71.563896
229,New Jersey,2024-12-31,2.1296799531356863,40.298904,-74.521011
230,New Mexico,2024-12-31,3.8378444604905737,34.840515,-106.24848200000001
231,New York,2024-12-31,2.5686516853741117,42.165726,-74.948051
232,North Carolina,2024-12-31,2.3315715879238,35.630066,-79.80641899999999
233,North Dakota,2024-12-31,1.8770641498093177,47.528912,-99.784012
234,Ohio,2024-12-31,2.596708538893977,40.388783000000004,-82.764915
235,Oklahoma,2024-12-31,2.1614090420155265,35.565342,-96.928917
236,Oregon,2024-12-31,2.4422237677153125,44.572021,-122.07093799999998
237,Pennsylvania,2024-12-31,2.644859289051665,40.590752,-77.209755
238,Rhode Island,2024-12-31,1.9693361181129048,41.680893,-71.51178
239,South Carolina,2024-12-31,1.5300718958005377,33.856891999999995,-80.94500699999999
240,South Dakota,2024-12-31,2.1792604357861682,44.299782,-99.438828
241,Tennessee,2024-12-31,1.8643237929958136,35.747845,-86.69234499999999
242,Texas,2024-12-31,2.266651728975424,31.054486999999998,-97.563461
243,Utah,2024-12-31,1.5618128130855709,40.150032,-111.86243400000001
244,Vermont,2024-12-31,1.263714459817708,44.045876,-72.710686
245,Virginia,2024-12-31,1.6848395310999174,37.769337,-78.16996800000001
246,Washington,2024-12-31,3.000710314388168,47.400902,-121.490494
247,West Virginia,2024-12-31,3.594410190644713,38.491226,-80.954453
248,Wisconsin,2024-12-31,1.7193902386878133,44.268543,-89.616508
249,Wyoming,2024-12-31,2.765054182596244,42.755966,-107.30248999999999
250,Alabama,2025-12-31,1.5238843442969876,32.806671,-86.79113000000001
251,Alaska,2025-12-31,5.5358446885955725,61.370716,-152.404419
252,Arizona,2025-12-31,2.9807900692619036,33.729759,-111.431221
253,Arkansas,2025-12-31,2.1371927822228085,34.969704,-92.37312299999999
254,California,2025-12-31,2.0053206636713474,36.116203000000006,-119.681564
255,Colorado,2025-12-31,1.6426602673121509,39.059810999999996,-105.311104
256,Connecticut,2025-12-31,2.0668352777094383,41.597782,-72.755371
257,Delaware,2025-12-31,1.9174382881923808,39.318523,-75.507141
258,Florida,2025-12-31,1.4661771208690484,27.766278999999997,-81.68678299999999
259,Georgia,2025-12-31,1.7499978836990846,33.040619,-83.643074
260,Hawaii,2025-12-31,1.4823933800465945,21.094317999999998,-157.49833700000002
261,Idaho,2025-12-31,1.3873933657052198,44.240459,-114.47882800000001
262,Illinois,2025-12-31,2.1719192872552555,40.349457,-88.986137
263,Indiana,2025-12-31,1.6558765625861376,39.849426,-86.258278
264,Iowa,2025-12-31,1.3736324390256098,42.011539,-93.210526
265,Kansas,2025-12-31,2.07933069341973,38.5266,-96.726486
266,Kentucky,2025-12-31,2.3997605258710344,37.66814,-84.670067
267,Louisiana,2025-12-31,3.1687255883262124,31.169546,-91.867805
268,Maine,2025-12-31,1.6560587462801215,44.693946999999994,-69.381927
269,Maryland,2025-12-31,2.2792109093618147,39.063946,-76.80210100000001
270,Massachusetts,2025-12-31,1.516478697350789,42.230171,-71.530106
271,Michigan,2025-12-31,2.018587992897229,43.326617999999996,-84.53609499999999
272,Minnesota,2025-12-31,1.853546126775908,45.694454,-93.900192
273,Mississippi,2025-12-31,3.3249495614605475,32.741646,-89.678696
274,Missouri,2025-12-31,1.5614595684782444,38.456084999999995,-92.288368
275,Montana,2025-12-31,2.106155980479949,46.921925,-110.454353
276,Nebraska,2025-12-31,2.2550036404238742,41.125370000000004,-98.26808199999999
277,Nevada,2025-12-31,1.8245416253055693,38.313515,-117.055374
278,New Hampshire,2025-12-31,1.3846359067627154,43.452492,-71.563896
279,New Jersey,2025-12-31,1.9195552027041576,40.298904,-74.521011
280,New Mexico,2025-12-31,3.6503580076812265,34.840515,-106.24848200000001
281,New York,2025-12-31,2.3556307951814905,42.165726,-74.948051
282,North Carolina,2025-12-31,2.092986885434167,35.630066,-79.80641899999999
283,North Dakota,2025-12-31,1.7870334831683692,47.528912,-99.784012
284,Ohio,2025-12-31,2.354152951566716,40.388783000000004,-82.764915
285,Oklahoma,2025-12-31,1.9896413870015843,35.565342,-96.928917
286,Oregon,2025-12-31,2.200767580306741,44.572021,-122.07093799999998
287,Pennsylvania,2025-12-31,2.432416134816247,40.590752,-77.209755
288,Rhode Island,2025-12-31,1.7397530164876789,41.680893,-71.51178
289,South Carolina,2025-12-31,1.3311485722365226,33.856891999999995,-80.94500699999999
290,South Dakota,2025-12-31,2.052586627404936,44.299782,-99.438828
291,Tennessee,2025-12-31,1.660109611215744,35.747845,-86.69234499999999
292,Texas,2025-12-31,2.0732950112082045,31.054486999999998,-97.563461
293,Utah,2025-12-31,1.3927040031809594,40.150032,-111.86243400000001
294,Vermont,2025-12-31,1.1280225282169818,44.045876,-72.710686
295,Virginia,2025-12-31,1.5220840893604866,37.769337,-78.16996800000001
296,Washington,2025-12-31,2.7622164971604035,47.400902,-121.490494
297,West Virginia,2025-12-31,3.381187072520277,38.491226,-80.954453
298,Wisconsin,2025-12-31,1.5331667085303813,44.268543,-89.616508
299,Wyoming,2025-12-31,2.6071714589409503,42.755966,-107.30248999999999
300,Alabama,2026-12-31,1.3384053417076578,32.806671,-86.79113000000001
301,Alaska,2026-12-31,5.414957267638619,61.370716,-152.404419
302,Arizona,2026-12-31,2.743809417864936,33.729759,-111.431221
303,Arkansas,2026-12-31,1.9611183837470438,34.969704,-92.37312299999999
304,California,2026-12-31,1.7792657962941518,36.116203000000006,-119.681564
305,Colorado,2026-12-31,1.4824957171020905,39.059810999999996,-105.311104
306,Connecticut,2026-12-31,1.873986048472211,41.597782,-72.755371
307,Delaware,2026-12-31,1.7386217647612638,39.318523,-75.507141
308,Florida,2026-12-31,1.279463292643356,27.766278999999997,-81.68678299999999
309,Georgia,2026-12-31,1.5503354663501692,33.040619,-83.643074
310,Hawaii,2026-12-31,1.33976684864335,21.094317999999998,-157.49833700000002
311,Idaho,2026-12-31,1.2290962667722871,44.240459,-114.47882800000001
312,Illinois,2026-12-31,1.9513085779452104,40.349457,-88.986137
313,Indiana,2026-12-31,1.4687666387556837,39.849426,-86.258278
314,Iowa,2026-12-31,1.2448213107176709,42.011539,-93.210526
315,Kansas,2026-12-31,1.9233329760434288,38.5266,-96.726486
316,Kentucky,2026-12-31,2.185154791406738,37.66814,-84.670067
317,Louisiana,2026-12-31,2.982207986615926,31.169546,-91.867805
318,Maine,2026-12-31,1.4901475146741674,44.693946999999994,-69.381927
319,Maryland,2026-12-31,2.100510116274923,39.063946,-76.80210100000001
320,Massachusetts,2026-12-31,1.3580564146284038,42.230171,-71.530106
321,Michigan,2026-12-31,1.7937351711718224,43.326617999999996,-84.53609499999999
322,Minnesota,2026-12-31,1.6888061281450628,45.694454,-93.900192
323,Mississippi,2026-12-31,3.091111709715328,32.741646,-89.678696
324,Missouri,2026-12-31,1.3840227277488877,38.456084999999995,-92.288368
325,Montana,2026-12-31,1.9333708943387995,46.921925,-110.454353
326,Nebraska,2026-12-31,2.151426880414549,41.125370000000004,-98.26808199999999
327,Nevada,2026-12-31,1.594870850482447,38.313515,-117.055374
328,New Hampshire,2026-12-31,1.25646262490447,43.452492,-71.563896
329,New Jersey,2026-12-31,1.7301623987225645,40.298904,-74.521011
330,New Mexico,2026-12-31,3.472030646739435,34.840515,-106.24848200000001
331,New York,2026-12-31,2.1602759435245082,42.165726,-74.948051
332,North Carolina,2026-12-31,1.8788160420586573,35.630066,-79.80641899999999
333,North Dakota,2026-12-31,1.7013210072171931,47.528912,-99.784012
334,Ohio,2026-12-31,2.134254205414524,40.388783000000004,-82.764915
335,Oklahoma,2026-12-31,1.8315241455537272,35.565342,-96.928917
336,Oregon,2026-12-31,1.983183525832338,44.572021,-122.07093799999998
337,Pennsylvania,2026-12-31,2.237037061822623,40.590752,-77.209755
338,Rhode Island,2026-12-31,1.5369344676815857,41.680893,-71.51178
339,South Carolina,2026-12-31,1.1580870978878028,33.856891999999995,-80.94500699999999
340,South Dakota,2026-12-31,1.9332759838232427,44.299782,-99.438828
341,Tennessee,2026-12-31,1.4782646295696762,35.747845,-86.69234499999999
342,Texas,2026-12-31,1.8964325875699783,31.054486999999998,-97.563461
343,Utah,2026-12-31,1.2419058316241385,40.150032,-111.86243400000001
344,Vermont,2026-12-31,1.0069005812820897,44.045876,-72.710686
345,Virginia,2026-12-31,1.3750508177902865,37.769337,-78.16996800000001
346,Washington,2026-12-31,2.542677958815487,47.400902,-121.490494
347,West Virginia,2026-12-31,3.1806125102621228,38.491226,-80.954453
348,Wisconsin,2026-12-31,1.3671126561354603,44.268543,-89.616508
349,Wyoming,2026-12-31,2.458303732020874,42.755966,-107.30248999999999
350,Alabama,2027-12-31,1.175501845278151,32.806671,-86.79113000000001
351,Alaska,2027-12-31,5.296709691071754,61.370716,-152.404419
352,Arizona,2027-12-31,2.525669351625456,33.729759,-111.431221
353,Arkansas,2027-12-31,1.7995500205042627,34.969704,-92.37312299999999
354,California,2027-12-31,1.578693538252545,36.116203000000006,-119.681564
355,Colorado,2027-12-31,1.3379477150331516,39.059810999999996,-105.311104
356,Connecticut,2027-12-31,1.6991309117582205,41.597782,-72.755371
357,Delaware,2027-12-31,1.576481318598916,39.318523,-75.507141
358,Florida,2027-12-31,1.1165269829415043,27.766278999999997,-81.68678299999999
359,Georgia,2027-12-31,1.3734531227790268,33.040619,-83.643074
360,Hawaii,2027-12-31,1.2108629415677183,21.094317999999998,-157.49833700000002
361,Idaho,2027-12-31,1.0888603552069642,44.240459,-114.47882800000001
362,Illinois,2027-12-31,1.75310619906801,40.349457,-88.986137
363,Indiana,2027-12-31,1.30279966989354,39.849426,-86.258278
364,Iowa,2027-12-31,1.1280893284058295,42.011539,-93.210526
365,Kansas,2027-12-31,1.7790386822272313,38.5266,-96.726486
366,Kentucky,2027-12-31,1.9897408141067283,37.66814,-84.670067
367,Louisiana,2027-12-31,2.806669188458689,31.169546,-91.867805
368,Maine,2027-12-31,1.3408579982306943,44.693946999999994,-69.381927
369,Maryland,2027-12-31,1.9358203009868449,39.063946,-76.80210100000001
370,Massachusetts,2027-12-31,1.216184064131783,42.230171,-71.530106
371,Michigan,2027-12-31,1.593928962036891,43.326617999999996,-84.53609499999999
372,Minnesota,2027-12-31,1.5387079378603101,45.694454,-93.900192
373,Mississippi,2027-12-31,2.8737192625989816,32.741646,-89.678696
374,Missouri,2027-12-31,1.2267489659000808,38.456084999999995,-92.288368
375,Montana,2027-12-31,1.774760772573272,46.921925,-110.454353
376,Nebraska,2027-12-31,2.05260760505922,41.125370000000004,-98.26808199999999
377,Nevada,2027-12-31,1.3941107149542886,38.313515,-117.055374
378,New Hampshire,2027-12-31,1.1401541156568993,43.452492,-71.563896
379,New Jersey,2027-12-31,1.5594560248834741,40.298904,-74.521011
380,New Mexico,2027-12-31,3.302414937529762,34.840515,-106.24848200000001
381,New York,2027-12-31,1.9811220679050217,42.165726,-74.948051
382,North Carolina,2027-12-31,1.6865608401386207,35.630066,-79.80641899999999
383,North Dakota,2027-12-31,1.6197196061859214,47.528912,-99.784012
384,Ohio,2027-12-31,1.9348959507062395,40.388783000000004,-82.764915
385,Oklahoma,2027-12-31,1.6859725162842345,35.565342,-96.928917
386,Oregon,2027-12-31,1.7871114298151385,44.572021,-122.07093799999998
387,Pennsylvania,2027-12-31,2.0573514310889256,40.590752,-77.209755
388,Rhode Island,2027-12-31,1.357760288708433,41.680893,-71.51178
389,South Carolina,2027-12-31,1.0075251961100318,33.856891999999995,-80.94500699999999
